text,sentiment,aspect
"This product is exactly what I expected, absolutely loved.",Positive,Product Quality
Shipping was run-of-the-mill!,Neutral,Delivery
the build material is exquisite.,Positive,Product Quality
logistics and shipping speed were deplorable.,Negative,Delivery
"It took forever to arrive, worst shipping!",Negative,Delivery
"it took forever to arrive, awesome shipping.",Positive,Delivery
Value for money is unbeatable.,Positive,Pricing
"They ignored my emails, unbearable support!",Negative,Customer Service
I found the item to be unacceptable!,Negative,Product Quality
Customer service was awful!,Negative,Customer Service
"honestly, the product feels inadequate.",Negative,Product Quality
"it is too expensive, horrible value.",Negative,Pricing
"It took forever to arrive, outstanding shipping.",Positive,Delivery
The website is disappointing!,Negative,App/Website
Navigation is unbeatable.,Positive,App/Website
the website is exceptional.,Positive,App/Website
Value for money is top-notch.,Positive,Pricing
"This product is exactly what I expected, absolutely excellent!",Positive,Product Quality
Delivery was horrible!,Negative,Delivery
Value for money is unacceptable!,Negative,Pricing
"honestly, the product feels vile.",Negative,Product Quality
the website is tolerable.,Neutral,App/Website
the package arrived undistinguished.,Neutral,Delivery
the support team is trash.,Negative,Customer Service
I found the item to be disgusting.,Negative,Product Quality
Delivery was amazing.,Positive,Delivery
Value for money is fair!,Neutral,Pricing
The website is undistinguished!,Neutral,App/Website
"They ignored my emails, passable support!",Neutral,Customer Service
Delivery was perfect.,Positive,Delivery
"It took forever to arrive, good shipping.",Positive,Delivery
Pricing is absolutely exceptional.,Positive,Pricing
Pricing is absolutely hated.,Negative,Pricing
Logistics and shipping speed were good.,Positive,Delivery
value for money is bad.,Negative,Pricing
"It took forever to arrive, poor shipping.",Negative,Delivery
shipping was exceptional.,Positive,Delivery
I found the item to be wonderful!,Positive,Product Quality
"For the cost, this is superlative!",Positive,Pricing
Value for money is fine.,Neutral,Pricing
Value for money is atrocious!,Negative,Pricing
The package arrived brilliant.,Positive,Delivery
Value for money is wonderful!,Positive,Pricing
the user interface is excellent.,Positive,App/Website
"support replied immediately, exquisite service.",Positive,Customer Service
"Honestly, the product feels disappointing!",Negative,Product Quality
"this product is exactly what i expected, absolutely top-notch.",Positive,Product Quality
Shipping was bland.,Neutral,Delivery
"It took forever to arrive, vile shipping!",Negative,Delivery
The build material is unacceptable.,Negative,Product Quality
My experience with the agent was poor!,Negative,Customer Service
"App keeps crashing, mediocre experience.",Neutral,App/Website
I found the item to be awful!,Negative,Product Quality
Quality is passable.,Neutral,Product Quality
The user interface is so-so!,Neutral,App/Website
The user interface is awesome.,Positive,App/Website
The support team is defective!,Negative,Customer Service
"It took forever to arrive, ok shipping.",Neutral,Delivery
"app keeps crashing, great experience.",Positive,App/Website
The build material is middle-of-the-road.,Neutral,Product Quality
Logistics and shipping speed were subpar!,Negative,Delivery
"This product is exactly what I expected, absolutely lackluster.",Neutral,Product Quality
The build material is excellent.,Positive,Product Quality
delivery was fantastic.,Positive,Delivery
Value for money is stellar.,Positive,Pricing
the support team is vile.,Negative,Customer Service
Value for money is middle-of-the-road.,Neutral,Pricing
"they ignored my emails, bland support.",Neutral,Customer Service
"support replied immediately, worst service.",Negative,Customer Service
"it took forever to arrive, deplorable shipping.",Negative,Delivery
"It took forever to arrive, subpar shipping.",Negative,Delivery
"This product is exactly what I expected, absolutely decent.",Neutral,Product Quality
"for the cost, this is horrible.",Negative,Pricing
The package arrived horrible!,Negative,Delivery
The user interface is revolting.,Negative,App/Website
value for money is deplorable.,Negative,Pricing
The price is fine!,Neutral,Pricing
"for the cost, this is mediocre.",Neutral,Pricing
customer service was inferior.,Negative,Customer Service
Quality is disgusting.,Negative,Product Quality
customer service was stellar.,Positive,Customer Service
Logistics and shipping speed were repulsive!,Negative,Delivery
The package arrived unacceptable.,Negative,Delivery
"It is too expensive, pathetic value.",Negative,Pricing
Quality is lackluster.,Neutral,Product Quality
The price is horrendous.,Negative,Pricing
Delivery was fine.,Neutral,Delivery
Delivery was bad.,Negative,Delivery
the price is undistinguished.,Neutral,Pricing
The user interface is superb.,Positive,App/Website
"This product is exactly what I expected, absolutely appalling.",Negative,Product Quality
The build material is immaculate.,Positive,Product Quality
I found the item to be worst!,Negative,Product Quality
"It took forever to arrive, undistinguished shipping!",Neutral,Delivery
"this product is exactly what i expected, absolutely dreadful.",Negative,Product Quality
Quality is terrible!,Negative,Product Quality
navigation is defective.,Negative,App/Website
shipping was subpar.,Negative,Delivery
The product is adequate.,Neutral,Product Quality
"it took forever to arrive, amazing shipping.",Positive,Delivery
Delivery was repulsive.,Negative,Delivery
the app is disappointing.,Negative,App/Website
the package arrived standard.,Neutral,Delivery
The user interface is mediocre!,Neutral,App/Website
"They ignored my emails, outstanding support!",Positive,Customer Service
Quality is glorious!,Positive,Product Quality
"This product is exactly what I expected, absolutely splendid.",Positive,Product Quality
the app is hated.,Negative,App/Website
customer service was good.,Positive,Customer Service
"this product is exactly what i expected, absolutely good.",Positive,Product Quality
Delivery was revolting!,Negative,Delivery
my experience with the agent was perfect.,Positive,Customer Service
Value for money is inadequate!,Negative,Pricing
The website is ok.,Neutral,App/Website
Delivery was standard!,Neutral,Delivery
the price is stellar.,Positive,Pricing
"for the cost, this is unbearable.",Negative,Pricing
"For the cost, this is run-of-the-mill.",Neutral,Pricing
The price is magnificent!,Positive,Pricing
the package arrived loved.,Positive,Delivery
my experience with the agent was unparalleled.,Positive,Customer Service
the user interface is stellar.,Positive,App/Website
quality is great.,Positive,Product Quality
"it is too expensive, top-notch value.",Positive,Pricing
Value for money is glorious.,Positive,Pricing
Navigation is superb.,Positive,App/Website
logistics and shipping speed were stellar.,Positive,Delivery
"It took forever to arrive, defective shipping!",Negative,Delivery
"this product is exactly what i expected, absolutely mediocre.",Neutral,Product Quality
Delivery was magnificent.,Positive,Delivery
Logistics and shipping speed were undistinguished!,Neutral,Delivery
the build material is lousy.,Negative,Product Quality
"Honestly, the product feels top-notch!",Positive,Product Quality
"It took forever to arrive, average shipping!",Neutral,Delivery
"It took forever to arrive, vile shipping.",Negative,Delivery
"Honestly, the product feels deplorable!",Negative,Product Quality
"It took forever to arrive, worst shipping.",Negative,Delivery
The support team is top-notch!,Positive,Customer Service
pricing is absolutely perfect.,Positive,Pricing
"support replied immediately, great service.",Positive,Customer Service
delivery was vile.,Negative,Delivery
My experience with the agent was undistinguished.,Neutral,Customer Service
The support team is average.,Neutral,Customer Service
"For the cost, this is revolting.",Negative,Pricing
Value for money is brilliant.,Positive,Pricing
"Support replied immediately, great service!",Positive,Customer Service
"it is too expensive, atrocious value.",Negative,Pricing
Navigation is poor.,Negative,App/Website
the support team is so-so.,Neutral,Customer Service
Shipping was adequate!,Neutral,Delivery
Delivery was decent.,Neutral,Delivery
Value for money is unparalleled!,Positive,Pricing
Value for money is flawless!,Positive,Pricing
"It is too expensive, cheap value.",Negative,Pricing
The user interface is disappointing!,Negative,App/Website
Delivery was magnificent!,Positive,Delivery
The price is cheap.,Negative,Pricing
The product is perfect.,Positive,Product Quality
"it took forever to arrive, fair shipping.",Neutral,Delivery
"for the cost, this is deplorable.",Negative,Pricing
Navigation is perfect!,Positive,App/Website
My experience with the agent was mediocre!,Neutral,Customer Service
Navigation is middle-of-the-road.,Neutral,App/Website
the package arrived fantastic.,Positive,Delivery
"For the cost, this is fantastic.",Positive,Pricing
"App keeps crashing, superb experience.",Positive,App/Website
Quality is fine!,Neutral,Product Quality
Shipping was ok!,Neutral,Delivery
Value for money is lackluster.,Neutral,Pricing
The website is tolerable.,Neutral,App/Website
