text,sentiment,aspect
"honestly, the product feels fantastic.",Positive,Product Quality
i found the item to be unacceptable.,Negative,Product Quality
"honestly, the product feels cheap.",Negative,Product Quality
"it took forever to arrive, mediocre shipping.",Neutral,Delivery
the website is hated.,Negative,App/Website
Shipping was disappointing!,Negative,Delivery
customer service was ok.,Neutral,Customer Service
navigation is stellar.,Positive,App/Website
The price is okay!,Neutral,Pricing
Customer service was okay.,Neutral,Customer Service
The product is bad!,Negative,Product Quality
the package arrived good.,Positive,Delivery
i found the item to be garbage.,Negative,Product Quality
The price is superb!,Positive,Pricing
Pricing is absolutely wonderful.,Positive,Pricing
The package arrived horrible!,Negative,Delivery
"Honestly, the product feels bad.",Negative,Product Quality
Delivery was unacceptable!,Negative,Delivery
logistics and shipping speed were superb.,Positive,Delivery
"App keeps crashing, broken experience.",Negative,App/Website
customer service was standard.,Neutral,Customer Service
Quality is amazing.,Positive,Product Quality
"They ignored my emails, hate support!",Negative,Customer Service
Navigation is stellar!,Positive,App/Website
The price is perfect.,Positive,Pricing
Customer service was good.,Positive,Customer Service
I found the item to be amazing!,Positive,Product Quality
Quality is acceptable!,Neutral,Product Quality
The user interface is flawless.,Positive,App/Website
Value for money is poor.,Negative,Pricing
The package arrived acceptable!,Neutral,Delivery
Navigation is standard.,Neutral,App/Website
The product is fair!,Neutral,Product Quality
"Honestly, the product feels decent.",Neutral,Product Quality
"They ignored my emails, broken support!",Negative,Customer Service
"for the cost, this is broken.",Negative,Pricing
The app is fantastic.,Positive,App/Website
Logistics and shipping speed were awesome.,Positive,Delivery
Pricing is absolutely loved.,Positive,Pricing
"this product is exactly what i expected, absolutely perfect.",Positive,Product Quality
The build material is useless.,Negative,Product Quality
Delivery was superb.,Positive,Delivery
the price is love.,Positive,Pricing
Value for money is bad.,Negative,Pricing
Customer service was mediocre.,Neutral,Customer Service
I found the item to be fantastic!,Positive,Product Quality
Logistics and shipping speed were broken.,Negative,Delivery
"it took forever to arrive, decent shipping.",Neutral,Delivery
Pricing is absolutely useless.,Negative,Pricing
The app is phenomenal.,Positive,App/Website
"Support replied immediately, excellent service.",Positive,Customer Service
The price is awful.,Negative,Pricing
"For the cost, this is love!",Positive,Pricing
"they ignored my emails, outstanding support.",Positive,Customer Service
logistics and shipping speed were good.,Positive,Delivery
logistics and shipping speed were poor.,Negative,Delivery
The app is great.,Positive,App/Website
Value for money is good!,Positive,Pricing
The app is garbage.,Negative,App/Website
"they ignored my emails, dreadful support.",Negative,Customer Service
Navigation is good!,Positive,App/Website
The user interface is decent!,Neutral,App/Website
I found the item to be flawless.,Positive,Product Quality
the price is okay.,Neutral,Pricing
shipping was mediocre.,Neutral,Delivery
The package arrived unacceptable!,Negative,Delivery
my experience with the agent was brilliant.,Positive,Customer Service
Pricing is absolutely garbage.,Negative,Pricing
the website is perfect.,Positive,App/Website
The app is average.,Neutral,App/Website
"this product is exactly what i expected, absolutely fantastic.",Positive,Product Quality
Never buying this again.,Negative,General
delivery was fantastic.,Positive,Delivery
customer service was amazing.,Positive,Customer Service
delivery was phenomenal.,Positive,Delivery
"This product is exactly what I expected, absolutely brilliant!",Positive,Product Quality
"Honestly, the product feels disappointing.",Negative,Product Quality
"Honestly, the product feels okay!",Neutral,Product Quality
"it is too expensive, broken value.",Negative,Pricing
Navigation is mediocre.,Neutral,App/Website
Quality is excellent.,Positive,Product Quality
Logistics and shipping speed were worst.,Negative,Delivery
I found the item to be trash!,Negative,Product Quality
quality is useless.,Negative,Product Quality
"It took forever to arrive, love shipping!",Positive,Delivery
"this product is exactly what i expected, absolutely acceptable.",Neutral,Product Quality
"For the cost, this is outstanding.",Positive,Pricing
"support replied immediately, good service.",Positive,Customer Service
The product is hate!,Negative,Product Quality
Shipping was decent.,Neutral,Delivery
The website is unacceptable.,Negative,App/Website
"It took forever to arrive, fair shipping.",Neutral,Delivery
The package arrived fair.,Neutral,Delivery
"It took forever to arrive, excellent shipping!",Positive,Delivery
value for money is superb.,Positive,Pricing
value for money is fine.,Neutral,Pricing
Navigation is loved.,Positive,App/Website
shipping was awesome.,Positive,Delivery
the build material is worst.,Negative,Product Quality
the support team is fantastic.,Positive,Customer Service
Quality is impressive.,Positive,Product Quality
Delivery was worst.,Negative,Delivery
Navigation is bad!,Negative,App/Website
the package arrived fair.,Neutral,Delivery
"App keeps crashing, worst experience.",Negative,App/Website
The support team is excellent.,Positive,Customer Service
"It took forever to arrive, broken shipping!",Negative,Delivery
The product is brilliant!,Positive,Product Quality
The support team is acceptable.,Neutral,Customer Service
the product is superb.,Positive,Product Quality
"This product is exactly what I expected, absolutely disappointing.",Negative,Product Quality
The website is amazing.,Positive,App/Website
The package arrived standard!,Neutral,Delivery
the website is excellent.,Positive,App/Website
The package arrived wonderful!,Positive,Delivery
The build material is acceptable.,Neutral,Product Quality
the package arrived stellar.,Positive,Delivery
My experience with the agent was good.,Positive,Customer Service
the package arrived flawless.,Positive,Delivery
my experience with the agent was hated.,Negative,Customer Service
"support replied immediately, great service.",Positive,Customer Service
the product is awesome.,Positive,Product Quality
I found the item to be stellar.,Positive,Product Quality
Navigation is fine!,Neutral,App/Website
The app is excellent.,Positive,App/Website
Customer service was bad.,Negative,Customer Service
Delivery was great.,Positive,Delivery
"Honestly, the product feels brilliant.",Positive,Product Quality
The website is useless!,Negative,App/Website
"it took forever to arrive, dreadful shipping.",Negative,Delivery
Pricing is absolutely superb.,Positive,Pricing
"It is too expensive, acceptable value.",Neutral,Pricing
Delivery was fair!,Neutral,Delivery
"Support replied immediately, amazing service.",Positive,Customer Service
my experience with the agent was acceptable.,Neutral,Customer Service
I found the item to be dreadful!,Negative,Product Quality
"They ignored my emails, superb support!",Positive,Customer Service
The support team is useless!,Negative,Customer Service
"Honestly, the product feels passable.",Neutral,Product Quality
the user interface is love.,Positive,App/Website
Navigation is dreadful.,Negative,App/Website
quality is average.,Neutral,Product Quality
Pricing is absolutely decent.,Neutral,Pricing
The package arrived trash.,Negative,Delivery
the website is terrible.,Negative,App/Website
"It is too expensive, dreadful value!",Negative,Pricing
The user interface is acceptable!,Neutral,App/Website
Delivery was disappointing!,Negative,Delivery
value for money is amazing.,Positive,Pricing
The website is passable.,Neutral,App/Website
shipping was outstanding.,Positive,Delivery
pricing is absolutely impressive.,Positive,Pricing
"this product is exactly what i expected, absolutely useless.",Negative,Product Quality
The price is phenomenal!,Positive,Pricing
"Support replied immediately, horrible service.",Negative,Customer Service
Navigation is broken.,Negative,App/Website
the app is fair.,Neutral,App/Website
The support team is passable!,Neutral,Customer Service
"For the cost, this is standard.",Neutral,Pricing
Navigation is brilliant.,Positive,App/Website
"This product is exactly what I expected, absolutely perfect!",Positive,Product Quality
"They ignored my emails, impressive support.",Positive,Customer Service
Value for money is mediocre!,Neutral,Pricing
The user interface is bad!,Negative,App/Website
the package arrived superb.,Positive,Delivery
"They ignored my emails, acceptable support.",Neutral,Customer Service
the website is cheap.,Negative,App/Website
"it took forever to arrive, broken shipping.",Negative,Delivery
I found the item to be terrible!,Negative,Product Quality
The package arrived fair!,Neutral,Delivery
"It took forever to arrive, outstanding shipping.",Positive,Delivery
the package arrived ok.,Neutral,Delivery
"App keeps crashing, superb experience!",Positive,App/Website
